release_date,en-dan
1999-06-30,1.2050420168067228
1999-09-30,0.9463276836158193
1999-12-31,1.1122737134274345
2000-03-31,1.0176222202505303
2000-06-30,1.0676726433516777
2000-09-30,0.929795970399655
2000-12-31,1.0070308986696972
2001-03-31,1.0182291666666667
2001-06-30,1.1875901875901875
2001-09-30,1.1277050615535935
2001-12-31,0.9952520900665836
2002-03-31,1.023944344017147
2002-06-30,1.0810810810810811
2002-09-30,1.2574716298180395
2002-12-31,1.152542372881356
2003-03-31,1.0831721470019342
2003-06-30,1.2258709355658934
2003-09-30,1.1864654713852123
2003-12-31,1.0841514726507715
2004-03-31,1.0680272108843538
2004-06-30,1.329041487839771
2004-09-30,1.149122807017544
2004-12-31,1.1190150478796168
2005-03-31,1.0632823501799407
2005-06-30,1.186734575063105
2005-09-30,1.213114754098361
2005-12-31,1.1286549707602338
2006-03-31,1.0736543909348442
2006-06-30,1.2396501132106126
2006-09-30,1.0554744525547444
2006-12-31,1.126690707208454
2007-03-31,1.1689627013318107
2007-06-30,1.1385281385281387
2007-09-30,1.154964145192003
2007-12-31,1.159157682558104
2008-03-31,1.0994152046783625
2008-06-30,1.1499292786421498
2008-09-30,1.2222222222222223
2008-12-31,1.0885286783042394
2009-03-31,1.178294573643411
2009-06-30,1.0976
2009-09-30,1.2984159844334748
2009-12-31,1.1184270911664527
2010-03-31,1.1560975609756097
2010-06-30,1.2622282608695654
2010-09-30,1.2231440750213127
2010-12-31,1.1925925925925926
2011-03-31,1.2178217821782176
2011-06-30,1.1550498860362104
2011-09-30,1.184997187025048
2011-12-31,1.2277691107644308
2012-03-31,1.1652601969057668
2012-06-30,1.183794466403162
2012-09-30,1.2030164134555614
2012-12-31,1.2118320610687023
2013-03-31,1.1201425148569268
2013-06-30,1.1907514450867052
2013-09-30,1.1075949367088607
2013-12-31,1.1405886964241865
2014-03-31,1.1608876560332873
2014-06-30,1.0381934235028911
2014-09-30,1.0925644916540211
2014-12-31,1.1133238904627007
2015-03-31,1.122972972972973
2015-06-30,1.1065705290951557
2015-09-30,1.0598290598290598
2015-12-31,1.0635738831615118
2016-03-31,0.9536423841059603
2016-06-30,0.9922962816455696
2016-09-30,0.9983044149671112
2016-12-31,0.9226895406751523
2017-03-31,0.9553349875930522
2017-06-30,0.946808510638298
2017-09-30,0.967776645657316
2017-12-31,0.8964876631828635
2018-03-31,0.8825561312607946
2018-06-30,0.9326347305389222
2018-09-30,0.8542713567839197
2018-12-31,0.8494271685761048
2019-03-31,0.9015444015444015
2019-06-30,0.8798397863818423
2019-09-30,0.9096045197740112
2019-12-31,0.894736842105263
2020-03-31,0.9004576659038901
2020-06-30,0.9193121693121694
